uniprot_id,label_original,label_recovered,label_used_for_experiments,label_source_tag
Q07192,CMGC,,CMGC,original
Q07292,TKL,,TKL,original
Q07407,TK,,TK,original
Q07538,CMGC,,CMGC,original
Q07845,Other,TK,TK,name_regex
Q08012,Other,,Other,original
Q08217,Other,,Other,original
Q08224,Other,TK,TK,name_regex
Q08345,CAMK,,CAMK,original
Q08J23,Atypical,,Atypical,original
Q09092,Other,,Other,original
Q09103,Other,TK,TK,name_regex
Q09147,TK,,TK,original
Q09170,CAMK,,CAMK,original
Q09298,Atypical,,Atypical,original
Q09437,CMGC,,CMGC,original
Q09488,TKL,,TKL,original
Q09499,Other,,Other,original
Q09595,CMGC,,CMGC,original
Q09639,AGC,,AGC,original
Q09690,CMGC,,CMGC,original
Q09815,CMGC,,CMGC,original
Q09898,Other,,Other,original
Q0D5R3,Other,,Other,original
Q0GGW5,CAMK,,CAMK,original
Q0GXS4,Other,,Other,original
Q0J4I1,CMGC,,CMGC,original
Q0JA29,Other,,Other,original
Q0KHQ5,STE,,STE,original
Q0KHV6,Atypical,,Atypical,original
Q0PW40,Other,,Other,original
Q0V3H0,Other,,Other,original
Q0WNX9,CK1,,CK1,original
Q0WNY5,Other,,Other,original
Q0WPH8,Other,,Other,original
Q0WUR5,Other,,Other,original
Q0WUY1,CAMK,,CAMK,original
Q0WW55,Atypical,,Atypical,original
Q10156,CMGC,,CMGC,original
Q10281,CK1,,CK1,original
Q10292,CAMK,,CAMK,original
Q10343,CAMK,,CAMK,original
Q10364,AGC,,AGC,original
Q10407,STE,,STE,original
Q10664,STE,,STE,original
Q10925,TK,,TK,original
Q10M74,AGC,,AGC,original
Q11179,CMGC,,CMGC,original
Q12003,Other,,Other,original
Q12055,Other,,Other,original
Q12100,TK,,TK,original
Q12126,CMGC,,CMGC,original
Q12196,Atypical,,Atypical,original
Q12236,AGC,,AGC,original
Q12246,Other,,Other,original
Q12263,CAMK,,CAMK,original
Q12469,STE,,STE,original
Q12494,AGC,,AGC,original
Q12505,Other,,Other,original
Q12659,Other,,Other,original
Q12701,AGC,,AGC,original
Q12706,AGC,,AGC,original
Q12792,TK,,TK,original
Q12802,Other,,Other,original
Q12866,TK,,TK,original
Q13023,Other,CMGC,CMGC,name_regex
Q13057,Atypical,,Atypical,original
Q13163,CMGC,,CMGC,original
Q13164,CMGC,,CMGC,original
Q13217,Other,TK,TK,name_regex
Q13232,AGC,,AGC,original
Q13233,CMGC,,CMGC,original
Q13237,AGC,,AGC,original
Q13308,TK,,TK,original
Q13309,CMGC,,CMGC,original
Q13470,TK,,TK,original
Q13516,CK1,,CK1,original
Q13546,TKL,,TKL,original
Q13554,CAMK,,CAMK,original
Q13627,CMGC,,CMGC,original
Q13882,TK,,TK,original
Q14296,Atypical,,Atypical,original
Q14393,CAMK,,CAMK,original
Q14CZ7,Atypical,,Atypical,original
Q15118,Atypical,,Atypical,original
Q15126,Other,,Other,original
Q15303,TK,,TK,original
Q15599,TK,,TK,original
Q15746,CAMK,,CAMK,original
Q15750,STE,,STE,original
Q15768,CMGC,,CMGC,original
Q15772,CAMK,,CAMK,original
Q16620,TK,,TK,original
Q16659,CMGC,,CMGC,original
Q16667,CMGC,,CMGC,original
Q16828,Other,TK,TK,mapping
Q16832,TK,,TK,original
Q16854,Atypical,,Atypical,original
Q17446,CMGC,,CMGC,original
Q17850,STE,,STE,original
Q17941,AGC,,AGC,original
Q18425,Atypical,,Atypical,original
Q18PE0,TK,,TK,original
Q19192,CMGC,,CMGC,original
Q19469,CAMK,,CAMK,original
Q19848,CK1,,CK1,original
Q1ECX4,Other,,Other,original
Q1L721,Other,,Other,original
Q1L8L9,Atypical,,Atypical,original
Q1PCB1,Other,,Other,original
Q1PDV6,Other,,Other,original
Q1PDW3,Other,,Other,original
Q1RMT8,TKL,,TKL,original
Q20085,Other,TK,TK,name_regex
Q20347,STE,,STE,original
Q20471,CK1,,CK1,original
Q21017,CAMK,,CAMK,original
Q21029,STE,,STE,original
Q21307,STE,,STE,original
Q21360,CAMK,,CAMK,original
Q21734,AGC,,AGC,original
Q21776,Other,,Other,original
Q22146,Other,,Other,original
Q22197,Other,CMGC,CMGC,name_regex
Q22258,Other,Atypical,Atypical,mapping
Q22695,Other,CMGC,CMGC,name_regex
Q22942,CAMK,,CAMK,original
Q23023,Other,,Other,original
Q23356,STE,,STE,original
Q23357,CMGC,,CMGC,original
Q23977,CMGC,,CMGC,original
Q24145,Other,TK,TK,name_regex
Q24210,CAMK,,CAMK,original
Q24324,CMGC,,CMGC,original
Q24488,Other,TK,TK,name_regex
Q24592,Other,TK,TK,mapping
Q27324,Other,TK,TK,name_regex
Q27564,CAMK,,CAMK,original
Q27705,Other,,Other,original
Q28GW8,CAMK,,CAMK,original
Q29092,CAMK,,CAMK,original
Q2G1M5,Other,,Other,original
Q2H6X2,Other,,Other,original
Q2L6W9,AGC,,AGC,original
Q2LGB3,TKL,,TKL,original
Q2M3C7,Other,CAMK,CAMK,name_regex
Q2MHE4,Other,TK,TK,name_regex
Q2PAY2,Other,,Other,original
Q2PAY3,Other,,Other,original
Q2QAV0,Other,,Other,original
Q2QM77,Other,,Other,original
Q2R2D5,Other,,Other,original
Q2R560,Other,,Other,original
Q2RAK2,Other,,Other,original
Q2RNU4,Other,,Other,original
Q2T9M1,CAMK,,CAMK,original
Q2TBE6,Atypical,,Atypical,original
Q2ULU3,STE,,STE,original
Q32MK0,CAMK,,CAMK,original
Q336V9,Other,,Other,original
Q38870,CAMK,,CAMK,original
Q388M1,CMGC,,CMGC,original
Q38914,Other,AGC,AGC,name_regex
Q38SD2,TKL,,TKL,original
Q39030,AGC,,AGC,original
Q39203,Other,,Other,original
Q39238,Other,,Other,original
Q3E8W4,Other,,Other,original
Q3E991,Other,,Other,original
Q3S4A7,Histidine,,Histidine,original
Q3TYD6,TK,,TK,original
Q3TZX8,Other,TK,TK,name_regex
Q3U6Q4,Atypical,,Atypical,original
Q3UH66,Other,,Other,original
Q3UIZ8,CAMK,,CAMK,original
Q3ULB5,STE,,STE,original
Q3UVC0,TKL,,TKL,original
Q3V016,CMGC,,CMGC,original
Q3V129,Other,,Other,original
Q3Y416,CAMK,,CAMK,original
Q40541,STE,,STE,original
Q40902,Other,,Other,original
Q496M5,Other,,Other,original
Q49GP3,Atypical,,Atypical,original
Q49HM9,AGC,,AGC,original
Q49MI3,Other,,Other,original
Q4FZD7,Other,,Other,original
Q4J9K4,Other,,Other,original
Q4JL91,Other,,Other,original
Q4KM34,CMGC,,CMGC,original
Q4P0K0,Other,,Other,original
Q4P8F6,Other,,Other,original
Q4R8E0,Other,RGC,RGC,mapping
Q4V920,Other,TK,TK,name_regex
Q4VSN4,Other,TK,TK,name_regex
Q4WHP3,STE,,STE,original
Q4WKP8,Other,TK,TK,name_regex
Q4WVG0,AGC,,AGC,original
Q4X1A8,AGC,,AGC,original
Q500Y9,Other,,Other,original
Q501Q9,Other,,Other,original
Q504Y2,AGC,,AGC,original
Q52EB3,Other,,Other,original
Q53GL0,Other,CK1,CK1,name_regex
Q53R41,Atypical,,Atypical,original
Q53W83,Other,,Other,original
Q54944,Other,,Other,original
Q54BM7,Other,,Other,original
Q54H46,TK,,TK,original
Q54HC6,TKL,,TKL,original
Q54I36,TKL,,TKL,original
Q54JC7,TK,,TK,original
Q54QB1,CMGC,,CMGC,original
Q54QQ1,TKL,,TKL,original
Q54QV3,CMGC,,CMGC,original
Q54R82,CMGC,,CMGC,original
Q54RB7,TKL,,TKL,original
Q54TA1,TK,,TK,original
Q54TM7,TK,,TK,original
Q54TW2,TK,,TK,original
Q54U87,Histidine,,Histidine,original
Q54UC0,AGC,,AGC,original
Q54WJ0,CAMK,,CAMK,original
Q54WX4,Other,,Other,original
Q54XQ2,TKL,,TKL,original
Q54YF2,AGC,,AGC,original
Q55168,Atypical,,Atypical,original
Q552C6,TKL,,TKL,original
Q556Y4,CK1,,CK1,original
Q558U1,TK,,TK,original
Q55BN8,TK,,TK,original
Q55C57,CMGC,,CMGC,original
Q55CL6,CMGC,,CMGC,original
Q55CS7,Other,TK,TK,mapping
Q55CZ1,TK,,TK,original
Q55D99,STE,,STE,original
Q55DD4,STE,,STE,original
Q55E58,TK,,TK,original
Q55EC7,TKL,,TKL,original
Q55FS2,STE,,STE,original
Q55FT4,TK,,TK,original
Q55GJ2,TK,,TK,original
Q55GV3,STE,,STE,original
Q56UN5,STE,,STE,original
Q571K4,STE,,STE,original
Q57849,Other,,Other,original
Q58327,Other,,Other,original
Q58487,Other,,Other,original
Q59H18,TKL,,TKL,original
Q59KM8,Other,,Other,original
Q59LR2,Other,Atypical,Atypical,mapping
Q59RW5,Atypical,,Atypical,original
Q59W62,CAMK,,CAMK,original
Q5A1D3,CMGC,,CMGC,original
Q5A599,Histidine,,Histidine,original
Q5A649,Other,,Other,original
Q5A6T5,STE,,STE,original
Q5A872,Histidine,,Histidine,original
Q5AAG6,CMGC,,CMGC,original
Q5ABC6,Other,,Other,original
Q5AG71,CAMK,,CAMK,original
Q5AHA0,Histidine,,Histidine,original
Q5AHG6,AGC,,AGC,original
Q5AHK2,CMGC,,CMGC,original
Q5AP53,STE,,STE,original
Q5AP97,Other,,Other,original
Q5APR8,STE,,STE,original
Q5BJQ0,Atypical,,Atypical,original
Q5BLX8,CMGC,,CMGC,original
Q5DU14,Other,TKL,TKL,mapping
Q5EAK6,Other,Atypical,Atypical,mapping
Q5EBM0,Atypical,,Atypical,original
Q5F3L1,AGC,,AGC,original
Q5GIT4,TK,,TK,original
Q5HZ38,Other,,Other,original
Q5I6B8,Other,,Other,original
Q5JHF1,Other,,Other,original
Q5JQC9,Other,,Other,original
Q5KSL6,Other,,Other,original
Q5NBY9,Other,,Other,original
Q5NTH4,Other,,Other,original
Q5QD51,CAMK,,CAMK,original
Q5R4L1,Other,,Other,original
Q5RD27,CMGC,,CMGC,original
Q5S006,Atypical,,Atypical,original
Q5TCQ9,Other,,Other,original
Q5TCS8,Other,,Other,original
Q5TCX8,TKL,,TKL,original
Q5TCY1,CK1,,CK1,original
Q5TCZ1,TK,,TK,original
Q5U303,STE,,STE,original
Q5U3W1,AGC,,AGC,original
Q5UQL3,Other,,Other,original
Q5VST9,CAMK,,CAMK,original
Q5WA76,CK1,,CK1,original
Q5ZJB4,Other,,Other,original
Q5ZM91,Other,,Other,original
Q60352,Other,,Other,original
Q60365,Other,,Other,original
Q60700,CMGC,,CMGC,original
Q60750,Other,TK,TK,name_regex
Q609I3,Other,,Other,original
Q61084,CMGC,,CMGC,original
Q61097,TKL,,TKL,original
Q61161,CMGC,,CMGC,original
Q61220,CAMK,,CAMK,original
Q62070,CAMK,,CAMK,original
Q62101,AGC,,AGC,original
Q62190,TK,,TK,original
Q62388,Other,Atypical,Atypical,mapping
Q62767,Other,TK,TK,mapping
Q62847,CAMK,,CAMK,original
Q62919,CAMK,,CAMK,original
Q62921,AGC,,AGC,original
Q63572,TKL,,TKL,original
Q63651,AGC,,AGC,original
Q63932,CMGC,,CMGC,original
Q64364,Atypical,,Atypical,original
Q64702,Other,,Other,original
Q64FQ2,Other,RGC,RGC,name_regex
Q66HA1,STE,,STE,original
Q67Y93,CMGC,,CMGC,original
Q67ZM7,Other,,Other,original
Q68DQ2,Other,TK,TK,name_regex
Q68FF6,AGC,,AGC,original
Q69ZM6,Other,,Other,original
Q6AVI8,CAMK,,CAMK,original
Q6B516,Other,,Other,original
Q6B9X6,Atypical,,Atypical,original
Q6BNF3,STE,,STE,original
Q6BRY2,CMGC,,CMGC,original
Q6C1X5,Other,,Other,original
Q6CCB0,CMGC,,CMGC,original
Q6DBX4,AGC,,AGC,original
Q6DGS3,CAMK,,CAMK,original
Q6DT37,AGC,,AGC,original
Q6FIU2,Other,,Other,original
Q6FL58,Other,,Other,original
Q6FRH8,Other,,Other,original
Q6FSR7,Other,,Other,original
Q6FV07,Other,,Other,original
Q6G7I0,Other,,Other,original
Q6GMN2,TK,,TK,original
Q6GPL3,Other,,Other,original
Q6H7D2,Other,,Other,original
Q6H9I1,Other,,Other,original
Q6IQ55,CK1,,CK1,original
Q6JBY9,Other,,Other,original
Q6JP77,Other,,Other,original
Q6K881,Other,,Other,original
Q6P0Q8,AGC,,AGC,original
Q6P1N0,AGC,,AGC,original
Q6P4S6,CAMK,,CAMK,original
Q6P5Z2,AGC,,AGC,original
Q6P9H4,Other,,Other,original
Q6PDN3,CAMK,,CAMK,original
Q6PEB6,Other,,Other,original
Q6QGP4,Other,,Other,original
Q6R2K3,Other,,Other,original
Q6RET6,CAMK,,CAMK,original
Q6SA08,CAMK,,CAMK,original
Q6TCH7,Other,TKL,TKL,name_regex
Q6TJY3,Atypical,,Atypical,original
Q6UD73,Other,,Other,original
Q6USK2,CAMK,,CAMK,original
Q6XHB2,TK,,TK,original
Q6ZMQ8,CMGC,,CMGC,original
Q6ZQ29,STE,,STE,original
Q6ZWH5,Other,,Other,original
Q70FJ1,Other,,Other,original
Q70IA6,Other,,Other,original
Q70PP2,Other,Atypical,Atypical,name_regex
Q70UQ0,Other,,Other,original
Q75CH3,Other,,Other,original
Q75DK7,STE,,STE,original
Q75JK0,TKL,,TKL,original
Q76MJ5,Other,TK,TK,name_regex
Q76NI1,Other,,Other,original
Q7FK82,TK,,TK,original
Q7K3L1,Other,,Other,original
Q7KRY6,CK1,,CK1,original
Q7L591,TK,,TK,original
Q7L8L6,Atypical,,Atypical,original
Q7LDG7,CAMK,,CAMK,original
Q7M537,Other,,Other,original
Q7M6U3,Other,,Other,original
Q7NBZ0,Other,,Other,original
Q7RAH3,CAMK,,CAMK,original
Q7RTN6,STE,,STE,original
Q7RZD3,STE,,STE,original
Q7T2V3,TKL,,TKL,original
Q7TPS0,AGC,,AGC,original
Q7TT37,Other,,Other,original
Q7XIT1,Other,TK,TK,name_regex
Q7XJR9,CAMK,,CAMK,original
Q7XJT7,TK,,TK,original
Q7XV05,CMGC,,CMGC,original
Q7Y0B9,Other,,Other,original
Q7Z2Y5,STE,,STE,original
Q7Z695,Atypical,,Atypical,original
Q7ZVS3,Other,,Other,original
Q7ZYJ3,Atypical,,Atypical,original
Q80V72,Other,,Other,original
Q80X41,CK1,,CK1,original
Q80XP9,Other,,Other,original
Q80Y86,CMGC,,CMGC,original
Q80YE7,CAMK,,CAMK,original
Q80YV4,Other,,Other,original
Q81WH6,Other,,Other,original
Q84JF0,Other,,Other,original
Q84MD8,Other,,Other,original
Q84UI5,CMGC,,CMGC,original
Q84VQ1,Other,,Other,original
Q84Y01,Other,,Other,original
Q852L0,CK1,,CK1,original
Q869N2,STE,,STE,original
Q86AT8,TKL,,TKL,original
Q86C65,Other,TK,TK,name_regex
Q86CS2,Other,,Other,original
Q86KF9,Other,,Other,original
Q86TB3,Other,,Other,original
Q86TW2,Atypical,,Atypical,original
Q86UE8,Other,,Other,original
Q86UL8,Other,Atypical,Atypical,name_regex
Q86UN6,Other,,Other,original
Q86WB0,Other,TK,TK,name_regex
Q86WV1,TK,,TK,original
Q86Y07,CK1,,CK1,original
Q86YV5,AGC,,AGC,original
Q8AXB3,TK,,TK,original
Q8AXB4,STE,,STE,original
Q8AXC6,Other,TK,TK,name_regex
Q8AXY6,TK,,TK,original
Q8AYG3,Other,,Other,original
Q8BI55,CMGC,,CMGC,original
Q8BLF2,CMGC,,CMGC,original
Q8BM65,Other,TK,TK,name_regex
Q8BTW9,STE,,STE,original
Q8BWQ5,CAMK,,CAMK,original
Q8BX05,Other,,Other,original
Q8BX57,Other,,Other,original
Q8BZN4,CAMK,,CAMK,original
Q8C015,STE,,STE,original
Q8C050,AGC,,AGC,original
Q8C078,CAMK,,CAMK,original
Q8C0Q4,Other,,Other,original
Q8C5H8,Atypical,,Atypical,original
Q8CE90,CMGC,,CMGC,original
Q8CEE6,CAMK,,CAMK,original
Q8CFE4,Other,,Other,original
Q8CFH6,CAMK,,CAMK,original
Q8CFV9,Other,,Other,original
Q8CIP4,CAMK,,CAMK,original
Q8CIR4,CAMK,,CAMK,original
Q8EIX3,Other,,Other,original
Q8GY82,Other,,Other,original
Q8GYJ3,CMGC,,CMGC,original
Q8GZ99,CAMK,,CAMK,original
Q8H186,CAMK,,CAMK,original
Q8H1D6,Other,,Other,original
Q8I113,CAMK,,CAMK,original
Q8I4S1,Other,,Other,original
Q8I7M8,CMGC,,CMGC,original
Q8IB06,Other,TK,TK,name_regex
Q8IJV6,Other,TK,TK,name_regex
Q8IL26,Other,RGC,RGC,mapping
Q8IMC6,CK1,,CK1,original
Q8INB9,AGC,,AGC,original
Q8IQG1,Other,,Other,original
Q8IQG9,Other,,Other,original
Q8IR79,TKL,,TKL,original
Q8IV63,CK1,,CK1,original
Q8IVH8,CMGC,,CMGC,original
Q8IVS8,Atypical,,Atypical,original
Q8IVT5,TKL,,TKL,original
Q8IWB6,AGC,,AGC,original
Q8IWQ3,AGC,,AGC,original
Q8IWU2,CMGC,,CMGC,original
Q8IXL6,CAMK,,CAMK,original
Q8IY84,CAMK,,CAMK,original
Q8J294,Other,,Other,original
Q8K1R7,Other,,Other,original
Q8K4B2,TKL,,TKL,original
Q8K4T3,STE,,STE,original
Q8K4T5,Other,TK,TK,mapping
Q8L4H0,Other,,Other,original
Q8L4H4,Other,CMGC,CMGC,name_regex
Q8L617,Other,,Other,original
Q8L794,Other,,Other,original
Q8L796,Other,,Other,original
Q8L7L1,Other,,Other,original
Q8L7R2,Other,,Other,original
Q8L850,Other,,Other,original
Q8LPB4,Other,,Other,original
Q8LPS5,CMGC,,CMGC,original
Q8MMZ7,AGC,,AGC,original
Q8MMZ8,AGC,,AGC,original
Q8MQ70,CMGC,,CMGC,original
Q8MXI4,CMGC,,CMGC,original
Q8MY12,Other,TK,TK,name_regex
Q8N1F8,Other,,Other,original
Q8N4C6,CMGC,,CMGC,original
Q8N726,Atypical,,Atypical,original
Q8NDC0,CMGC,,CMGC,original
Q8NDZ4,AGC,,AGC,original
Q8NFD2,AGC,,AGC,original
Q8NFT6,Other,,Other,original
Q8NFU5,Other,,Other,original
Q8NG66,Other,,Other,original
Q8NQH1,Other,TK,TK,name_regex
Q8QFP8,TKL,,TKL,original
Q8R4V0,AGC,,AGC,original
Q8R550,Other,,Other,original
Q8RWG1,Other,,Other,original
Q8RWH3,Other,TK,TK,name_regex
Q8RWW0,Other,,Other,original
Q8RWX4,Other,,Other,original
Q8RWZ1,Other,,Other,original
Q8RWZ5,Other,,Other,original
Q8S8Y9,Other,,Other,original
Q8SSS9,TK,,TK,original
Q8T0S6,STE,,STE,original
Q8T2I8,Other,,Other,original
Q8TBX8,Other,,Other,original
Q8TCT0,CAMK,,CAMK,original
Q8TDY2,Other,TK,TK,name_regex
Q8TE04,Other,,Other,original
Q8TE68,Other,,Other,original
Q8TEA7,Other,,Other,original
Q8TF76,Other,,Other,original
Q8TFN2,Other,,Other,original
Q8TG40,Other,,Other,original
Q8TGI1,Other,,Other,original
Q8VHF0,CAMK,,CAMK,original
Q8VYG2,CAMK,,CAMK,original
Q8VYT3,TK,,TK,original
Q8VYY5,Other,,Other,original
Q8VZG8,TK,,TK,original
Q8W1X2,Other,,Other,original
Q8W4S5,TK,,TK,original
Q8WP15,AGC,,AGC,original
Q8WQG9,CMGC,,CMGC,original
Q8WQL7,CMGC,,CMGC,original
Q8WV44,Other,,Other,original
Q8WVD3,Other,,Other,original
Q8WXG6,Other,,Other,original
Q8WXI2,Other,,Other,original
Q8WY54,CAMK,,CAMK,original
Q8ZPP5,Histidine,,Histidine,original
Q91618,Other,TK,TK,name_regex
Q91738,TK,,TK,original
Q91819,Other,,Other,original
Q91909,Other,TK,TK,name_regex
Q91VB2,CAMK,,CAMK,original
Q922K9,TK,,TK,original
Q92398,CMGC,,CMGC,original
Q92407,Other,,Other,original
Q924C5,Other,,Other,original
Q92551,Other,,Other,original
Q925K9,CAMK,,CAMK,original
Q92630,CMGC,,CMGC,original
Q92667,Atypical,,Atypical,original
Q92918,CMGC,,CMGC,original
Q92SA6,Other,,Other,original
Q93LQ8,AGC,,AGC,original
Q93VD3,CAMK,,CAMK,original
Q93VJ2,Other,TK,TK,name_regex
Q93Y08,Other,,Other,original
Q93YN1,Other,,Other,original
Q93YN9,Other,,Other,original
Q93Z18,CK1,,CK1,original
Q93Z30,Other,,Other,original
Q93ZY2,Other,Atypical,Atypical,name_regex
Q94125,Atypical,,Atypical,original
Q941T1,Other,,Other,original
Q942F3,Other,,Other,original
Q944A6,Other,TK,TK,name_regex
Q944I4,Other,,Other,original
Q944Q0,Other,,Other,original
Q949W8,Other,,Other,original
Q94AT3,Other,,Other,original
Q94C95,Other,,Other,original
Q94CG0,CAMK,,CAMK,original
Q94CL9,CMGC,,CMGC,original
Q95PZ9,CK1,,CK1,original
Q95Q34,Atypical,,Atypical,original
Q95QC4,CAMK,,CAMK,original
Q95RA8,Other,,Other,original
Q95RG8,Other,,Other,original
Q95UN8,TKL,,TKL,original
Q95YH0,CMGC,,CMGC,original
Q95ZQ4,CAMK,,CAMK,original
Q95ZV7,TK,,TK,original
Q960X8,TK,,TK,original
Q965G5,CAMK,,CAMK,original
Q969H4,Other,,Other,original
Q96AA8,Other,TK,TK,mapping
Q96D53,Atypical,,Atypical,original
Q96DU7,CAMK,,CAMK,original
Q96J92,Other,,Other,original
Q96L96,Other,,Other,original
Q96M32,Other,,Other,original
Q96MA6,Other,,Other,original
Q96P16,Other,CMGC,CMGC,name_regex
Q96PC2,Other,,Other,original
Q96PN8,CAMK,,CAMK,original
Q96PY6,Other,,Other,original
Q96Q04,TK,,TK,original
Q96Q15,Atypical,,Atypical,original
Q96Q40,CMGC,,CMGC,original
Q96QP1,Other,,Other,original
Q96QT4,CAMK,,CAMK,original
Q96QZ7,Other,Atypical,Atypical,name_regex
Q96RG2,CAMK,,CAMK,original
Q96RU7,CAMK,,CAMK,original
Q96S38,Other,AGC,AGC,name_regex
Q96S44,Other,,Other,original
Q96S53,TKL,,TKL,original
Q96WV9,CMGC,,CMGC,original
Q97ML3,Other,,Other,original
Q97QZ1,Other,,Other,original
Q97R83,Other,,Other,original
Q97U29,Other,,Other,original
Q97ZE2,Other,,Other,original
Q99490,Other,,Other,original
Q99558,STE,,STE,original
Q99640,Other,TK,TK,name_regex
Q99828,AGC,,AGC,original
Q99956,Other,TK,TK,mapping
Q99996,Atypical,,Atypical,original
Q99J45,Other,,Other,original
Q99JB8,Other,AGC,AGC,name_regex
Q99K30,Other,,Other,original
Q99PZ6,Other,,Other,original
Q9ASS4,TK,,TK,original
Q9BQY9,CK1,,CK1,original
Q9BRS2,Atypical,,Atypical,original
Q9BSF0,Other,CMGC,CMGC,name_regex
Q9BUB5,CAMK,,CAMK,original
Q9BV47,Other,TK,TK,mapping
Q9BVS4,Atypical,,Atypical,original
Q9BW66,CMGC,,CMGC,original
Q9BWU1,CMGC,,CMGC,original
Q9BXA7,CAMK,,CAMK,original
Q9BXM7,Atypical,,Atypical,original
Q9BXU1,AGC,,AGC,original
Q9BY84,Other,TK,TK,mapping
Q9BYP7,Other,,Other,original
Q9BYT3,CAMK,,CAMK,original
Q9C562,CAMK,,CAMK,original
Q9C5H5,STE,,STE,original
Q9C5S1,Other,TK,TK,name_regex
Q9C5S2,Other,TK,TK,name_regex
Q9C5S8,Other,,Other,original
Q9C5U0,Histidine,,Histidine,original
Q9C5U1,Histidine,,Histidine,original
Q9C5U2,Histidine,,Histidine,original
Q9C660,CMGC,,CMGC,original
Q9C7T7,TK,,TK,original
Q9C8I6,Other,,Other,original
Q9C8M9,Other,,Other,original
Q9C9L5,Other,,Other,original
Q9C9U5,CMGC,,CMGC,original
Q9CAD5,CMGC,,CMGC,original
Q9CAL3,Other,,Other,original
Q9CAV6,Other,,Other,original
Q9CIV7,Other,,Other,original
Q9CPY4,CMGC,,CMGC,original
Q9D2Y4,Other,,Other,original
Q9DE14,Other,Atypical,Atypical,mapping
Q9DGE0,CMGC,,CMGC,original
Q9EQ32,Other,,Other,original
Q9ER35,Other,,Other,original
Q9ESL4,TKL,,TKL,original
Q9ESN9,CMGC,,CMGC,original
Q9ESS0,Other,TK,TK,mapping
Q9EZ02,Other,,Other,original
Q9FAF8,Other,,Other,original
Q9FF29,Other,,Other,original
Q9FFN7,Other,,Other,original
Q9FFW5,CMGC,,CMGC,original
Q9FGL5,TK,,TK,original
Q9FGW5,Other,CMGC,CMGC,name_regex
Q9FHG4,TK,,TK,original
Q9FHX3,Other,,Other,original
Q9FII5,Other,,Other,original
Q9FIJ6,Other,,Other,original
Q9FIL7,CAMK,,CAMK,original
Q9FIU5,CAMK,,CAMK,original
Q9FIZ3,Other,,Other,original
Q9FJ54,CAMK,,CAMK,original
Q9FJI1,Other,,Other,original
Q9FJV0,STE,,STE,original
Q9FK63,CAMK,,CAMK,original
Q9FKS0,Other,,Other,original
Q9FKS4,Other,Atypical,Atypical,mapping
Q9FL28,Other,,Other,original
Q9FLT2,Other,,Other,original
Q9FLW9,Atypical,,Atypical,original
Q9FMJ0,Other,,Other,original
Q9FMY3,Other,,Other,original
Q9FMZ0,Other,,Other,original
Q9FN37,Other,,Other,original
Q9FN94,Other,,Other,original
Q9FPR3,CMGC,,CMGC,original
Q9FR53,Other,TK,TK,name_regex
Q9FRS6,Other,,Other,original
Q9FX43,STE,,STE,original
Q9FXF2,TK,,TK,original
Q9FYK0,Other,,Other,original
Q9GRT1,STE,,STE,original
Q9GRU1,CMGC,,CMGC,original
Q9GT24,TK,,TK,original
Q9GYV5,Other,,Other,original
Q9H0C8,Other,,Other,original
Q9H1E3,Other,CMGC,CMGC,name_regex
Q9H2G2,STE,,STE,original
Q9H2X6,CMGC,,CMGC,original
Q9H422,CMGC,,CMGC,original
Q9H4A3,Other,,Other,original
Q9H792,AGC,,AGC,original
Q9H7T9,Other,,Other,original
